Unnamed: 0,fullback,team,minutes_played,overlap_inversion,final_third_entries,defensive_performance,ball_progression,chance_creation,matches_played,full_match_equivalent,overlap_inversion_ci,final_third_entries_ci,defensive_performance_ci,ball_progression_ci,chance_creation_ci,composite_score,competition_id,season_id,cluster
214,Gary Alexis Medel Soto,Inter Milan,189.95,6.8,7.5,7.7,7.6,6.0,2,2.1,0.03,0.03,0.02,0.02,0.0,7.12,12,27,0
276,Jonas Föhrenbach,FC Heidenheim,190.95,7.8,6.5,6.8,6.8,7.5,2,2.1,0.03,0.04,0.03,0.02,0.0,7.08,9,281,0
245,Ismail Jakobs,Senegal,192.82,7.4,6.5,7.1,6.8,7.5,3,2.1,0.03,0.03,0.02,0.02,0.0,7.06,43,106,1
285,Jorge Miramón Santagertrudis,Levante UD,178.97,6.4,7.3,8.7,6.7,6.2,2,2.0,0.03,0.04,0.02,0.03,0.0,7.06,11,42,1
326,Lee Naylor,Wolverhampton Wanderers,180.98,7.0,6.5,7.2,6.3,8.3,2,2.0,0.03,0.03,0.02,0.02,0.0,7.06,2,44,1
225,Giovanni Pasquale,Udinese,177.63,6.9,6.1,7.4,6.5,8.1,4,2.0,0.03,0.03,0.02,0.02,0.0,7.0,12,27,1
541,Timothy Weah,Lille,96.98,6.5,6.5,7.7,6.7,7.6,1,1.1,0.03,0.04,0.03,0.03,0.0,7.0,7,235,1
382,Mathías Olivera Miramontes,Uruguay,182.98,7.3,7.4,6.5,6.2,7.6,2,2.0,0.03,0.03,0.02,0.02,0.0,7.0,43,106,1
196,Ferland Mendy,Real Madrid,186.95,7.3,7.3,7.1,6.4,6.9,2,2.1,0.03,0.04,0.03,0.03,0.0,7.0,11,90,1
287,Joseba Zaldúa Bengoetxea,Real Sociedad,183.93,7.3,6.3,7.1,8.1,6.2,2,2.0,0.03,0.03,0.02,0.02,0.0,7.0,11,4,1
469,Peter Pekarík,Slovakia,293.95,8.0,6.4,6.4,7.0,7.1,3,3.3,0.04,0.04,0.03,0.03,0.0,6.98,55,282,1
237,Iago Amaral Borduchi,Augsburg,180.98,7.7,6.9,7.0,6.3,6.9,2,2.0,0.03,0.04,0.03,0.02,0.0,6.96,9,281,1
246,Ismaily Gonçalves dos Santos,Lille,88.0,6.4,6.9,7.9,6.7,6.8,1,1.0,0.03,0.04,0.03,0.03,0.0,6.94,7,235,1
533,Thomas Foket,Stade de Reims,91.98,6.3,6.9,8.2,6.4,6.9,1,1.0,0.03,0.04,0.03,0.03,0.0,6.94,7,235,1
173,Erik Janža,Slovenia,184.97,7.3,6.0,7.3,6.5,7.5,2,2.1,0.04,0.04,0.03,0.03,0.0,6.92,55,282,1
565,Yahia Attiyat allah,Morocco,190.95,7.4,6.2,6.9,6.8,7.3,2,2.1,0.03,0.03,0.02,0.02,0.0,6.92,43,106,1
267,Jesús Daniel Gallardo Vasconcelos,Mexico,189.97,7.4,6.1,8.0,6.2,6.8,2,2.1,0.03,0.03,0.02,0.02,0.0,6.9,43,106,1
395,Maximilian Wittek,Bochum,93.98,6.5,6.8,6.2,6.8,8.2,1,1.0,0.03,0.04,0.03,0.02,0.0,6.9,9,281,1
217,Gary Oliver Kelly,Leeds United,181.95,6.6,6.4,6.7,6.6,8.2,2,2.0,0.03,0.03,0.02,0.02,0.0,6.9,2,44,1
224,Giovanni Di Lorenzo,Italy,180.97,6.9,6.8,7.1,6.9,6.7,2,2.0,0.04,0.04,0.03,0.03,0.0,6.88,55,282,1
411,Miloš Degenek,Australia,178.93,6.8,6.4,7.1,6.7,7.4,3,2.0,0.03,0.03,0.02,0.02,0.0,6.88,43,106,1
300,José Rodolfo Pires Ribeiro,Sampdoria,263.95,7.9,7.4,6.1,5.6,7.4,3,2.9,0.03,0.03,0.02,0.02,0.0,6.88,12,27,1
468,Pervis Josué Estupiñán Tenorio,Villarreal,128.93,6.7,6.6,6.3,7.5,7.1,2,1.4,0.03,0.04,0.03,0.03,0.0,6.84,11,90,1
397,Mehmet Zeki Çelik,Lille,178.98,6.9,6.3,6.9,6.5,7.6,2,2.0,0.04,0.04,0.03,0.03,0.0,6.84,7,108,1
443,Nuno Albertino Varela Tavares,Marseille,90.98,6.4,6.9,7.4,6.7,6.7,1,1.0,0.03,0.04,0.03,0.03,0.0,6.82,7,235,1
442,Noussair Mazraoui,Morocco,170.98,7.1,6.9,6.4,7.9,5.8,2,1.9,0.03,0.03,0.02,0.02,0.0,6.82,43,106,1
494,Rubén Duarte Sánchez,Deportivo Alavés,183.97,7.7,7.0,6.3,6.7,6.4,2,2.0,0.03,0.03,0.02,0.02,0.0,6.82,11,4,1
367,Marcos Aoás Corrêa,Paris Saint-Germain,93.98,6.4,6.5,8.1,7.2,5.9,1,1.0,0.03,0.04,0.03,0.03,0.0,6.82,7,235,1
393,Max Finkgräfe,FC Köln,90.98,6.4,6.3,7.2,7.7,6.4,1,1.0,0.03,0.04,0.03,0.02,0.0,6.8,9,281,1
198,Filipe Luís Kasmirski,Atlético Madrid,148.98,7.2,6.5,7.5,6.4,6.4,2,1.7,0.03,0.03,0.02,0.02,0.0,6.8,11,4,1
270,Jihai Sun,Manchester City,182.97,6.7,6.4,6.8,6.3,7.8,2,2.0,0.03,0.03,0.02,0.02,0.0,6.8,2,44,1
493,Roberto Vitiello,Palermo,245.97,7.2,7.2,5.8,6.5,7.2,3,2.7,0.03,0.03,0.02,0.02,0.0,6.78,12,27,1
399,Mert Müldür,Turkey,177.98,6.8,7.4,6.1,6.6,6.9,2,2.0,0.04,0.04,0.03,0.03,0.0,6.76,55,282,1
129,Danilo Luís Hélio Pereira,Paris Saint-Germain,184.97,7.1,7.8,6.2,6.1,6.6,2,2.1,0.04,0.04,0.03,0.03,0.0,6.76,7,108,1
42,Alphonso Davies,Bayern Munich,95.98,6.5,6.9,6.6,7.1,6.6,1,1.1,0.03,0.04,0.03,0.02,0.0,6.74,9,281,1
556,Vitorino Gabriel Pacheco Antunes,Getafe,92.98,6.3,6.0,7.6,6.5,7.2,1,1.0,0.03,0.03,0.02,0.02,0.0,6.72,11,4,1
299,José Luis Morales Nogales,Levante UD,90.98,6.1,6.9,6.3,7.5,6.8,1,1.0,0.03,0.03,0.02,0.02,0.0,6.72,11,4,1
82,Bernardo Fernandes da Silva Junior,Bochum,132.98,7.0,6.6,6.4,6.5,7.0,2,1.5,0.03,0.04,0.03,0.02,0.0,6.7,9,281,1
3,Abdou Diallo,Paris Saint-Germain,176.95,7.2,7.5,5.9,6.2,6.7,3,2.0,0.04,0.04,0.03,0.03,0.0,6.7,7,108,1
34,Alexander Prass,Austria,168.95,7.1,6.3,6.2,6.4,7.5,3,1.9,0.04,0.04,0.03,0.03,0.0,6.7,55,282,1
90,Bruno Miguel Borges Fernandes,Portugal,95.98,6.0,6.4,7.0,6.5,7.5,1,1.1,0.03,0.03,0.02,0.02,0.0,6.68,43,106,1
35,Alfonso Pedraza Sag,Villarreal,89.93,6.3,6.4,7.5,7.2,6.0,1,1.0,0.03,0.03,0.02,0.02,0.0,6.68,11,4,1
266,Jeremie Frimpong,Bayer Leverkusen,84.0,6.2,6.3,5.4,7.5,8.0,1,0.9,0.03,0.04,0.03,0.02,0.0,6.68,9,281,1
406,Mihailo Ristić,Montpellier,91.98,6.3,6.0,7.9,6.0,7.1,1,1.0,0.04,0.04,0.03,0.03,0.0,6.66,7,108,1
584,Žan Karničnik,Slovenia,186.97,6.9,6.4,7.2,6.2,6.6,2,2.1,0.04,0.04,0.03,0.03,0.0,6.66,55,282,1
383,Matteo Bianchetti,Hellas Verona,200.9,6.8,6.4,8.3,6.0,5.8,3,2.2,0.03,0.03,0.02,0.02,0.0,6.66,12,27,1
5,Abdoulaye Bamba,Angers,93.98,6.3,7.0,6.8,7.2,6.0,1,1.0,0.03,0.04,0.03,0.03,0.0,6.66,7,235,1
278,Jonathan Ludovic Biabiany,Inter Milan,196.85,6.7,5.5,6.4,6.4,8.2,5,2.2,0.03,0.03,0.02,0.02,0.0,6.64,12,27,1
273,Joan Sastre Vanrell,Mallorca,139.98,6.4,6.2,7.7,6.3,6.6,2,1.6,0.03,0.04,0.02,0.03,0.0,6.64,11,42,1
486,Riccardo Fiamozzi,Genoa,210.95,6.9,6.8,5.7,7.9,5.9,3,2.3,0.03,0.03,0.02,0.02,0.0,6.64,12,27,1
109,Connor Roberts,Wales,156.97,6.7,6.1,6.1,7.4,6.9,2,1.7,0.03,0.03,0.02,0.02,0.0,6.64,43,106,1
117,César Azpilicueta Tanco,Spain,143.98,6.5,7.6,5.2,7.5,6.3,2,1.6,0.03,0.03,0.02,0.02,0.0,6.62,43,106,1
538,Théo Sainte-Luce,Montpellier,83.0,6.3,6.8,7.2,7.1,5.7,1,0.9,0.03,0.04,0.03,0.03,0.0,6.62,7,235,1
145,Dennis Appiah,Nantes,91.98,6.5,6.2,7.5,5.6,7.3,1,1.0,0.03,0.04,0.03,0.03,0.0,6.62,7,235,1
318,Kiliann Sildillia,Freiburg,92.98,6.3,6.5,7.2,6.4,6.6,1,1.0,0.03,0.04,0.03,0.02,0.0,6.6,9,281,1
317,Kieran Trippier,England,156.95,6.9,6.2,6.0,6.8,7.1,2,1.7,0.04,0.04,0.03,0.03,0.0,6.6,55,282,1
354,Mads Pedersen,Augsburg,89.98,6.3,6.1,6.6,7.8,6.2,1,1.0,0.03,0.04,0.03,0.02,0.0,6.6,9,281,1
79,Benjamin Henrichs,RB Leipzig,115.82,6.5,6.5,6.2,6.5,7.2,2,1.3,0.03,0.04,0.03,0.02,0.0,6.58,9,281,1
438,Noah Fadiga,Stade Brestois,78.0,6.3,6.8,7.0,7.1,5.7,1,0.9,0.03,0.04,0.03,0.03,0.0,6.58,7,235,1
204,Francisco Gámez López,Mallorca,138.97,6.1,6.8,7.4,6.3,6.3,2,1.5,0.03,0.04,0.02,0.03,0.0,6.58,11,42,1
277,Jonathan Clauss,Marseille,119.97,6.7,7.0,5.5,6.5,7.2,2,1.3,0.03,0.04,0.03,0.03,0.0,6.58,7,235,1
508,Sergio Reguilón Rodríguez,Real Madrid,93.98,6.3,6.8,6.4,6.5,6.8,1,1.0,0.03,0.03,0.02,0.02,0.0,6.56,11,4,1
1,Aarón Martín Caricol,Celta Vigo,92.98,6.2,6.5,7.2,7.2,5.7,1,1.0,0.03,0.04,0.03,0.03,0.0,6.56,11,90,1
563,Wayne Bridge,Chelsea,176.98,7.0,6.4,5.9,6.4,7.1,2,2.0,0.03,0.03,0.02,0.02,0.0,6.56,2,44,1
344,Lucas Vázquez Iglesias,Real Madrid,93.98,6.1,6.5,6.5,7.2,6.5,2,1.0,0.03,0.04,0.03,0.03,0.0,6.56,11,90,1
345,Luis Carlos Correia Pinto,Huesca,89.98,6.3,6.9,8.5,5.4,5.6,1,1.0,0.03,0.03,0.02,0.02,0.0,6.54,11,4,1
570,Yuri Berchiche Izeta,Athletic Club,120.98,6.6,6.8,5.6,7.2,6.5,2,1.3,0.03,0.04,0.03,0.03,0.0,6.54,11,90,1
325,Leart Paqarada,FC Köln,109.95,6.7,6.6,5.4,6.9,7.1,2,1.2,0.03,0.04,0.03,0.02,0.0,6.54,9,281,1
260,Javier Galán Gil,Huesca,90.98,6.2,6.3,7.5,6.7,6.0,1,1.0,0.03,0.04,0.03,0.03,0.0,6.54,11,90,1
495,Rubén Peña Jiménez,Eibar,92.98,6.0,6.1,7.4,6.2,6.9,1,1.0,0.03,0.03,0.02,0.02,0.0,6.52,11,4,1
120,Daniel Alves da Silva,Brazil,130.97,6.4,6.8,5.9,6.8,6.7,2,1.5,0.03,0.03,0.02,0.02,0.0,6.52,43,106,1
369,Mario Gaspar Pérez Martínez,Villarreal,94.82,6.1,6.2,8.1,5.8,6.4,2,1.1,0.03,0.04,0.03,0.03,0.0,6.52,11,90,1
377,Martín Aguirregabiria Padilla,Deportivo Alavés,185.95,6.5,6.7,6.3,6.9,6.2,2,2.1,0.03,0.04,0.02,0.03,0.0,6.52,11,42,1
530,Thibault De Smet,Stade de Reims,93.98,6.5,6.6,6.3,6.9,6.3,1,1.0,0.03,0.04,0.03,0.03,0.0,6.52,7,235,1
264,Jean-Kevin Duverne,Stade Brestois,91.97,6.5,6.8,6.5,6.6,6.1,1,1.0,0.03,0.04,0.03,0.03,0.0,6.5,7,235,1
536,Thomas Teye Partey,Atlético Madrid,91.98,6.1,6.5,6.8,6.6,6.5,1,1.0,0.03,0.03,0.02,0.02,0.0,6.5,11,4,1
358,Manuel Sánchez De La Peña,Osasuna,90.98,6.2,6.4,6.5,7.0,6.4,1,1.0,0.03,0.04,0.03,0.03,0.0,6.5,11,90,1
349,Lukas Kübler,Freiburg,95.98,6.5,6.8,5.4,7.3,6.5,1,1.1,0.03,0.04,0.03,0.02,0.0,6.5,9,281,1
64,Antonio Manuel Luna Rodríguez,Levante UD,87.0,6.2,6.8,8.0,5.4,6.1,1,1.0,0.03,0.03,0.02,0.02,0.0,6.5,11,4,1
283,Jorge Andújar Moreno,Levante UD,111.97,6.3,6.7,6.4,6.5,6.5,2,1.2,0.03,0.03,0.02,0.02,0.0,6.48,11,4,1
440,Nordi Mukiele Mulere,Paris Saint-Germain,92.98,6.3,7.0,6.9,5.5,6.7,1,1.0,0.03,0.04,0.03,0.03,0.0,6.48,7,235,1
410,Milad Mohammadi,Iran,145.98,6.9,6.6,6.7,6.1,6.1,2,1.6,0.03,0.03,0.02,0.02,0.0,6.48,43,106,1
47,Andoni Gorosabel Espinosa,Real Sociedad,93.98,6.0,5.4,8.1,6.2,6.6,1,1.0,0.03,0.04,0.03,0.03,0.0,6.46,11,90,1
557,Vivaldo Borges dos Santos Neto,Clermont Foot,86.0,6.5,5.5,7.6,5.9,6.8,1,1.0,0.03,0.04,0.03,0.03,0.0,6.46,7,235,1
539,Timothee Pembele,Paris Saint-Germain,147.0,7.0,6.7,6.8,5.5,6.3,2,1.6,0.03,0.04,0.03,0.03,0.0,6.46,7,235,1
157,Dídac Vilá Rosselló,Espanyol,94.98,6.3,6.4,6.6,6.4,6.6,1,1.1,0.03,0.03,0.02,0.02,0.0,6.46,11,4,1
93,Bukayo Saka,England,116.98,6.3,6.7,6.1,6.1,7.1,1,1.3,0.04,0.04,0.03,0.03,0.0,6.46,55,282,1
150,Diogo José Rosário Gomes Figueiras,Genoa,192.98,6.6,6.3,5.8,7.0,6.5,3,2.1,0.03,0.03,0.02,0.02,0.0,6.44,12,27,1
215,Gary Naysmith,Everton,119.88,6.2,6.0,5.9,5.9,8.2,2,1.3,0.03,0.03,0.02,0.02,0.0,6.44,2,44,1
119,Damián Nicolás Suárez Suárez,Getafe,91.98,6.1,6.2,6.5,6.3,7.1,1,1.0,0.03,0.04,0.03,0.03,0.0,6.44,11,90,1
268,Jesús Navas González,Spain,160.88,6.6,6.8,5.7,5.7,7.4,3,1.8,0.04,0.04,0.03,0.03,0.0,6.44,55,282,1
63,Antonio Latorre Grueso,Valencia,90.98,6.2,6.7,7.9,6.0,5.4,1,1.0,0.03,0.03,0.02,0.02,0.0,6.44,11,4,1
562,Warren Zaire Emery,Paris Saint-Germain,161.7,7.1,5.5,7.0,5.5,7.0,4,1.8,0.03,0.04,0.03,0.03,0.0,6.42,7,235,1
548,Valery Fernández Estrada,Girona,90.98,6.3,6.9,6.4,5.9,6.6,1,1.0,0.03,0.03,0.02,0.02,0.0,6.42,11,4,1
346,Luis Jan Piers Advíncula Castrillón,Rayo Vallecano,89.0,6.0,6.8,6.4,6.8,6.1,1,1.0,0.03,0.03,0.02,0.02,0.0,6.42,11,4,1
179,Fabien Centonze,Nantes,93.97,6.4,6.1,7.3,6.4,5.9,1,1.0,0.03,0.04,0.03,0.03,0.0,6.42,7,235,1
14,Akim Zedadka,Clermont Foot,89.0,6.1,6.6,6.2,6.5,6.6,1,1.0,0.04,0.04,0.03,0.03,0.0,6.4,7,108,1
327,Leonidas Stergiou,VfB Stuttgart,92.87,6.4,6.3,5.5,7.3,6.5,2,1.0,0.03,0.04,0.03,0.02,0.0,6.4,9,281,1
229,Gonzalo Ariel Montiel,Argentina,116.92,6.3,6.8,5.5,6.8,6.6,3,1.3,0.03,0.03,0.02,0.02,0.0,6.4,43,106,1
210,Gabriel Gudmundsson,Lille,91.98,6.2,5.4,7.0,7.0,6.3,1,1.0,0.04,0.04,0.03,0.03,0.0,6.38,7,108,1
356,Malo Gusto,Lyon,94.98,6.1,6.4,6.2,6.6,6.5,1,1.1,0.04,0.04,0.03,0.03,0.0,6.36,7,108,1
407,Mikel Balenziaga Oruesagasti,Athletic Club,92.98,6.2,6.1,7.7,6.4,5.4,1,1.0,0.03,0.03,0.02,0.02,0.0,6.36,11,4,1
431,Nicolas Louis Marcel Cozza,Montpellier,88.0,6.4,6.7,6.1,7.1,5.5,1,1.0,0.03,0.04,0.03,0.03,0.0,6.36,7,235,1
185,Falaye Sacko,Saint-Étienne,91.98,6.1,6.0,6.7,5.9,7.1,1,1.0,0.04,0.04,0.03,0.03,0.0,6.36,7,108,1
286,Jorge Pulido Mayoral,Huesca,88.0,6.0,6.8,6.1,6.8,6.0,1,1.0,0.03,0.03,0.02,0.02,0.0,6.34,11,4,1
342,Lucas René Olaza Catrofe,Celta Vigo,90.98,6.2,6.5,6.6,6.4,6.0,1,1.0,0.03,0.04,0.03,0.03,0.0,6.34,11,90,1
12,Adrián Marín Gómez,Deportivo Alavés,89.97,5.7,6.5,6.2,6.7,6.6,1,1.0,0.03,0.04,0.02,0.03,0.0,6.34,11,42,1
87,Borna Barišić,Croatia,119.98,6.6,6.4,5.9,6.1,6.6,1,1.3,0.03,0.03,0.02,0.02,0.0,6.32,43,106,1
343,Lucas Silva Melo,Eintracht Frankfurt,94.98,6.3,6.4,6.2,6.7,6.0,1,1.1,0.03,0.04,0.03,0.02,0.0,6.32,9,281,1
497,Sacha Boey,Bayern Munich,79.0,6.3,6.6,5.4,7.5,5.8,1,0.9,0.03,0.04,0.03,0.02,0.0,6.32,9,281,1
398,Melvin Bard,OGC Nice,92.98,6.3,6.6,5.4,6.5,6.7,1,1.0,0.04,0.04,0.03,0.03,0.0,6.3,7,108,1
501,Santiago Arias Naranjo,Atlético Madrid,125.98,6.6,6.7,5.4,6.2,6.6,2,1.4,0.03,0.03,0.02,0.02,0.0,6.3,11,4,1
511,Simon Charlton,Bolton Wanderers,91.98,5.8,6.1,6.3,5.8,7.5,1,1.0,0.03,0.03,0.02,0.02,0.0,6.3,2,44,1
216,Gary Neville,Manchester United,91.98,5.6,6.2,7.0,6.2,6.5,1,1.0,0.03,0.03,0.02,0.02,0.0,6.3,2,44,1
483,Reinildo Isnard Mandava,Lille,94.98,6.3,6.0,6.7,6.2,6.3,1,1.1,0.04,0.04,0.03,0.03,0.0,6.3,7,108,1
20,Alejandro Balde Martínez,Spain,113.97,6.5,6.5,6.2,6.6,5.7,3,1.3,0.03,0.03,0.02,0.02,0.0,6.3,43,106,1
281,Jordan Stewart,Leicester City,91.98,5.8,5.7,7.8,5.6,6.6,1,1.0,0.03,0.03,0.02,0.02,0.0,6.3,2,44,1
507,Sergio Escudero Palomo,Sevilla,91.98,6.3,5.9,7.3,6.0,6.0,1,1.0,0.03,0.04,0.03,0.03,0.0,6.3,11,90,1
265,Jeison Fabián Murillo Cerón,Inter Milan,180.98,6.6,6.8,6.1,6.7,5.2,2,2.0,0.03,0.03,0.02,0.02,0.0,6.28,12,27,1
201,Flavius Daniliuc,OGC Nice,77.0,6.0,6.4,6.3,6.7,6.0,1,0.9,0.04,0.04,0.03,0.03,0.0,6.28,7,108,1
465,Pedro Antonio Porro Sauceda,Girona,91.98,6.0,6.1,6.5,6.5,6.3,1,1.0,0.03,0.03,0.02,0.02,0.0,6.28,11,4,1
542,Timothée Kolodziejczak,Saint-Étienne,91.98,6.3,5.9,6.3,5.8,7.1,1,1.0,0.04,0.04,0.03,0.03,0.0,6.28,7,108,1
520,Stephen Crainey,Southampton,90.98,5.8,5.8,6.5,6.0,7.3,1,1.0,0.03,0.03,0.02,0.02,0.0,6.28,2,44,1
112,Cristian Gamboa Luna,Bochum,90.98,6.2,6.1,6.2,6.7,6.1,1,1.0,0.03,0.04,0.03,0.02,0.0,6.26,9,281,1
37,Ali Albulayhi,Saudi Arabia,133.95,6.7,6.6,6.4,5.7,5.9,2,1.5,0.03,0.03,0.02,0.02,0.0,6.26,43,106,1
379,Marvin Friedrich,Borussia Mönchengladbach,91.98,6.4,6.5,6.1,6.7,5.6,1,1.0,0.03,0.04,0.03,0.02,0.0,6.26,9,281,1
148,Dimitri Foulquier,Granada,92.98,5.6,6.4,7.2,6.8,5.3,1,1.0,0.03,0.04,0.02,0.03,0.0,6.26,11,42,1
567,Youssouf Koné,AC Ajaccio,71.0,6.2,6.6,6.1,6.3,6.0,1,0.8,0.03,0.04,0.03,0.03,0.0,6.24,7,235,1
464,Paweł Wszołek,Hellas Verona,106.95,5.7,5.7,5.5,6.9,7.4,2,1.2,0.03,0.03,0.02,0.02,0.0,6.24,12,27,1
425,Neco Williams,Wales,133.98,6.5,6.1,5.7,6.5,6.4,2,1.5,0.03,0.03,0.02,0.02,0.0,6.24,43,106,1
175,Ervin Zukanović,Sampdoria,169.0,6.7,6.9,4.7,6.4,6.5,4,1.9,0.03,0.03,0.02,0.02,0.0,6.24,12,27,1
516,Souleyman Doumbia,Angers,94.98,6.5,6.3,6.2,5.6,6.5,1,1.1,0.03,0.04,0.03,0.03,0.0,6.22,7,235,1
180,Fabio Daprelà,Palermo,132.98,6.2,6.1,6.6,6.2,6.0,3,1.5,0.03,0.03,0.02,0.02,0.0,6.22,12,27,1
288,Joseph Scally,Borussia Mönchengladbach,90.98,6.4,5.7,6.3,6.1,6.6,1,1.0,0.03,0.04,0.03,0.02,0.0,6.22,9,281,1
235,Hugo Mallo Novegil,Celta Vigo,92.98,6.0,5.6,6.4,6.2,6.9,1,1.0,0.03,0.04,0.03,0.03,0.0,6.22,11,90,1
152,Djibril Sidibé,AS Monaco,90.98,6.1,6.0,6.4,6.1,6.5,1,1.0,0.04,0.04,0.03,0.03,0.0,6.22,7,108,1
581,Óscar de Marcos Arana,Athletic Club,90.98,6.0,6.4,6.3,6.6,5.8,1,1.0,0.03,0.03,0.02,0.02,0.0,6.22,11,4,1
219,Gennaro Sardo,Chievo,164.97,6.3,6.4,5.4,6.5,6.5,3,1.8,0.03,0.03,0.02,0.02,0.0,6.22,12,27,1
62,Antonio García Aranda,Levante UD,92.97,5.6,6.0,7.3,6.3,5.8,1,1.0,0.03,0.04,0.02,0.03,0.0,6.2,11,42,1
362,Marcelo Vieira da Silva Júnior,Real Madrid,91.98,5.7,6.2,6.1,6.0,7.0,1,1.0,0.03,0.04,0.02,0.03,0.0,6.2,11,42,1
559,Víctor David Díaz Miguel,Granada,90.98,5.4,6.2,7.4,5.9,6.1,1,1.0,0.03,0.04,0.02,0.03,0.0,6.2,11,42,1
534,Thomas Heurtaux,Udinese,179.97,6.5,7.3,5.4,5.6,6.2,2,2.0,0.03,0.03,0.02,0.02,0.0,6.2,12,27,1
181,Fabián Ruiz Peña,Paris Saint-Germain,47.98,5.9,6.3,6.3,6.1,6.4,1,0.5,0.03,0.04,0.03,0.03,0.0,6.2,7,235,1
56,Angelo Smit Preciado Quiñónez,Ecuador,93.97,6.0,6.0,5.9,6.3,6.8,1,1.0,0.03,0.03,0.02,0.02,0.0,6.2,43,106,1
41,Allan Romeo Nyom,Getafe,91.98,5.5,5.8,8.0,5.9,5.8,1,1.0,0.03,0.04,0.02,0.03,0.0,6.2,11,42,1
138,Davide Calabria,AC Milan,148.95,6.1,5.4,6.5,5.6,7.3,3,1.7,0.03,0.03,0.02,0.02,0.0,6.18,12,27,1
17,Alberto Moreno Pérez,Villarreal,94.97,5.7,6.4,6.0,6.3,6.5,1,1.1,0.03,0.04,0.02,0.03,0.0,6.18,11,42,1
454,Otar Kakabadze,Georgia,94.98,6.0,5.7,7.0,5.9,6.2,1,1.1,0.04,0.04,0.03,0.03,0.0,6.16,55,282,1
424,Nathaniel Atkinson,Australia,84.0,5.9,6.1,7.3,6.2,5.3,1,0.9,0.03,0.03,0.02,0.02,0.0,6.16,43,106,1
310,Juan Marcos Foyth,Villarreal,94.98,6.1,6.4,5.4,6.9,6.0,1,1.1,0.03,0.04,0.03,0.03,0.0,6.16,11,90,1
456,Pablo Ezequiel De Blasis,Eibar,92.98,6.0,6.5,5.4,6.4,6.5,1,1.0,0.03,0.03,0.02,0.02,0.0,6.16,11,4,1
242,Ignacio Monreal Eraso,Real Sociedad,92.98,5.7,6.4,6.2,6.0,6.4,1,1.0,0.03,0.04,0.02,0.03,0.0,6.14,11,42,1
28,Alessandro Pistone,Everton,93.98,5.6,5.7,6.1,6.0,7.3,1,1.0,0.03,0.03,0.02,0.02,0.0,6.14,2,44,1
320,Konrad Laimer,Bayern Munich,83.0,6.3,6.7,6.3,5.5,5.9,1,0.9,0.03,0.04,0.03,0.02,0.0,6.14,9,281,1
223,Gilberto Moraes Junior,Hellas Verona,129.92,5.9,6.0,6.7,6.2,5.9,3,1.4,0.03,0.03,0.02,0.02,0.0,6.14,12,27,1
247,Ismaël Chester Diallo,AC Ajaccio,80.8,6.3,6.4,6.2,6.2,5.6,2,0.9,0.03,0.04,0.03,0.03,0.0,6.14,7,235,1
297,José Ignacio Martínez García,Real Valladolid,92.98,6.3,5.8,6.2,5.8,6.5,1,1.0,0.03,0.03,0.02,0.02,0.0,6.12,11,4,1
503,Saúl Ñíguez Esclapez,Atlético Madrid,93.98,5.6,5.9,6.3,6.5,6.3,1,1.0,0.03,0.04,0.02,0.03,0.0,6.12,11,42,1
414,Mohamed Simakan,RB Leipzig,74.0,6.1,6.1,6.1,6.4,5.9,1,0.8,0.03,0.04,0.03,0.02,0.0,6.12,9,281,1
436,Niels Nkounkou,Eintracht Frankfurt,67.0,6.2,5.9,6.4,6.2,5.9,1,0.7,0.03,0.04,0.03,0.02,0.0,6.12,9,281,1
13,Aihen Muñoz Capellán,Real Sociedad,92.98,6.3,6.1,6.6,6.0,5.6,1,1.0,0.03,0.03,0.02,0.02,0.0,6.12,11,4,1
385,Matteo Darmian,Italy,82.97,6.0,6.1,6.9,6.2,5.4,2,0.9,0.04,0.04,0.03,0.03,0.0,6.12,55,282,1
437,Niklas Süle,Germany,97.98,6.1,6.7,5.2,6.8,5.7,1,1.1,0.03,0.03,0.02,0.02,0.0,6.1,43,106,1
67,Arial Benabent Mendy,Clermont Foot,90.98,6.3,6.0,6.4,5.4,6.4,1,1.0,0.04,0.04,0.03,0.03,0.0,6.1,7,108,1
341,Lucas Neill,Blackburn Rovers,91.98,5.8,6.0,6.2,5.9,6.6,1,1.0,0.03,0.03,0.02,0.02,0.0,6.1,2,44,1
484,René Salomon Olembé-Olembé,Leeds United,90.98,5.8,6.0,5.9,6.0,6.8,1,1.0,0.03,0.03,0.02,0.02,0.0,6.1,2,44,1
186,Fali Candé,Metz,94.98,6.3,5.4,6.0,5.7,7.1,1,1.1,0.04,0.04,0.03,0.03,0.0,6.1,7,108,1
543,Tomás Eduardo Rincón Hernández,Genoa,94.95,5.7,6.3,6.6,6.2,5.7,1,1.1,0.03,0.03,0.02,0.02,0.0,6.1,12,27,1
97,Carlos Mario Carbonero Mancilla,Sampdoria,113.98,5.7,6.3,6.8,6.0,5.7,2,1.3,0.03,0.03,0.02,0.02,0.0,6.1,12,27,1
470,Philipp Mwene,Austria,107.0,6.3,5.9,5.2,6.1,6.9,2,1.2,0.04,0.04,0.03,0.03,0.0,6.08,55,282,1
232,Hermann Hreidarsson,Charlton Athletic,90.98,5.9,6.0,6.2,6.1,6.2,1,1.0,0.03,0.03,0.02,0.02,0.0,6.08,2,44,1
